PARTICIPANT_ID,PROMPT_TYPE,SPEAKER_TYPE,SPEAKER_ID,VIDEO_SCENE,ITEM,RESPONSE_CORRECT?
22696,CON,NT,NT_1,4.4,4.4-CON-2-NT-BOB,1
22696,CON,NT,NT_2,4.4,4.4-CON-2-NT-STE,1
22696,CON,NT,NT_3,4.4,4.4-CON-2-NT-SAM,0
23692,OBJ,AUT,AUT_1,1.2,1.2-OBJ-1-AUT-ALE,1
23692,OBJ,AUT,AUT_2,1.2,1.2-OBJ-1-AUT-CAL,0
23692,OBJ,AUT,AUT_3,1.2,1.2-OBJ-1-AUT-RAG,0
23692,OBJ,NT,NT_1,1.2,1.2-OBJ-1-NT-BOB,1
23692,OBJ,NT,NT_2,1.2,1.2-OBJ-1-NT-STE,1
23692,SUBJ,AUT,AUT_1,1.4,1.4-SUB-2-AUT-ALE,1
23692,SUBJ,AUT,AUT_2,1.4,1.4-SUB-2-AUT-CAL,1
23692,SUBJ,AUT,AUT_3,1.4,1.4-SUB-2-AUT-RAG,1
23692,SUBJ,NT,NT_3,1.4,1.4-SUB-2-NT-SAM,1
23692,SUBJ,AUT,AUT_1,2.3,2.3-SUB-1-AUT-ALE,1
23692,SUBJ,AUT,AUT_2,2.3,2.3-SUB-1-AUT-CAL,1
23692,SUBJ,NT,NT_3,2.3,2.3-SUB-1-AUT-SAM,1
23692,SUBJ,NT,NT_2,2.3,2.3-SUB-1-NT-STE,1
23692,OBJ,AUT,AUT_1,3.3,3.3-OBJ-2-AUT-ALE,1
23692,OBJ,AUT,AUT_2,3.3,3.3-OBJ-2-AUT-CAL,0
23692,OBJ,AUT,AUT_3,3.3,3.3-OBJ-2-AUT-RAG,0
23692,OBJ,NT,NT_2,3.3,3.3-OBJ-2-NT-STE,1
23692,OBJ,NT,NT_3,3.3,3.3-OBJ-2-NT-SAM,1
23692,OBJ,AUT,AUT_1,5.3,5.3-OBJ-1-AUT-ALE,0
23692,OBJ,AUT,AUT_2,5.3,5.3-OBJ-1-AUT-CAL,1
23692,OBJ,AUT,AUT_3,5.3,5.3-OBJ-1-AUT-RAG,1
23692,OBJ,NT,NT_1,5.3,5.3-OBJ-1-NT-BOB,1
23692,OBJ,NT,NT_2,5.3,5.3-OBJ-1-NT-STE,0
23692,OBJ,NT,NT_3,5.3,5.3-OBJ-1-NT-SAM,0
23692,SUBJ,AUT,AUT_1,5.5,5.5-SUB-2-AUT-ALE,0
23692,SUBJ,AUT,AUT_2,5.5,5.5-SUB-2-AUT-CAL,1
23692,SUBJ,AUT,AUT_3,5.5,5.5-SUB-2-AUT-RAG,1
23692,SUBJ,NT,NT_2,5.5,5.5-SUB-2-NT-STE,0
23692,SUBJ,NT,NT_3,5.5,5.5-SUB-2-NT-SAM,1
23692,CON,AUT,AUT_1,1.3,1.3-CON-2-AUT-ALE,0
23692,CON,AUT,AUT_2,1.3,1.3-CON-2-AUT-CAL,0
23692,CON,NT,NT_1,1.3,1.3-CON-2-NT-BOB,0
23692,CON,NT,NT_2,1.3,1.3-CON-2-NT-STE,1
23692,CON,NT,NT_3,1.3,1.3-CON-2-NT-SAM,1
23692,CON,AUT,AUT_1,1.7,1.7-CON-1-AUT-ALE,0
23692,CON,AUT,AUT_2,1.7,1.7-CON-1-AUT-CAL,0
23692,CON,AUT,AUT_3,1.7,1.7-CON-1-AUT-RAG,0
23692,CON,NT,NT_2,1.7,1.7-CON-1-NT-STE,0
23692,CON,NT,NT_3,1.7,1.7-CON-1-NT-SAM,1
23692,CON,AUT,AUT_1,4.4,4.4-CON-2-AUT-ALE,0
23692,CON,AUT,AUT_2,4.4,4.4-CON-2-AUT-CAL,1
23692,CON,AUT,AUT_3,4.4,4.4-CON-2-AUT-RAG,1
23692,CON,NT,NT_1,4.4,4.4-CON-2-NT-BOB,0
23692,CON,NT,NT_2,4.4,4.4-CON-2-NT-STE,0
23692,CON,NT,NT_3,4.4,4.4-CON-2-NT-SAM,0
19393,OBJ,AUT,AUT_1,1.2,1.2-OBJ-1-AUT-ALE,0
19393,OBJ,AUT,AUT_2,1.2,1.2-OBJ-1-AUT-CAL,1
19393,OBJ,AUT,AUT_3,1.2,1.2-OBJ-1-AUT-RAG,1
19393,OBJ,NT,NT_1,1.2,1.2-OBJ-1-NT-BOB,1
19393,OBJ,NT,NT_2,1.2,1.2-OBJ-1-NT-STE,0
19393,SUBJ,AUT,AUT_1,1.4,1.4-SUB-2-AUT-ALE,1
19393,SUBJ,AUT,AUT_2,1.4,1.4-SUB-2-AUT-CAL,1
19393,SUBJ,AUT,AUT_3,1.4,1.4-SUB-2-AUT-RAG,1
19393,SUBJ,NT,NT_3,1.4,1.4-SUB-2-NT-SAM,1
19393,SUBJ,AUT,AUT_1,2.3,2.3-SUB-1-AUT-ALE,1
19393,SUBJ,AUT,AUT_2,2.3,2.3-SUB-1-AUT-CAL,0
19393,SUBJ,NT,NT_3,2.3,2.3-SUB-1-AUT-SAM,1
19393,SUBJ,NT,NT_2,2.3,2.3-SUB-1-NT-STE,0
19393,OBJ,AUT,AUT_1,3.3,3.3-OBJ-2-AUT-ALE,1
19393,OBJ,AUT,AUT_2,3.3,3.3-OBJ-2-AUT-CAL,0
19393,OBJ,AUT,AUT_3,3.3,3.3-OBJ-2-AUT-RAG,1
19393,OBJ,NT,NT_2,3.3,3.3-OBJ-2-NT-STE,1
19393,OBJ,NT,NT_3,3.3,3.3-OBJ-2-NT-SAM,1
19393,OBJ,AUT,AUT_1,5.3,5.3-OBJ-1-AUT-ALE,1
19393,OBJ,AUT,AUT_2,5.3,5.3-OBJ-1-AUT-CAL,1
19393,OBJ,AUT,AUT_3,5.3,5.3-OBJ-1-AUT-RAG,1
19393,OBJ,NT,NT_1,5.3,5.3-OBJ-1-NT-BOB,0
19393,OBJ,NT,NT_2,5.3,5.3-OBJ-1-NT-STE,1
19393,OBJ,NT,NT_3,5.3,5.3-OBJ-1-NT-SAM,1
19393,SUBJ,AUT,AUT_1,5.5,5.5-SUB-2-AUT-ALE,0
19393,SUBJ,AUT,AUT_2,5.5,5.5-SUB-2-AUT-CAL,1
19393,SUBJ,AUT,AUT_3,5.5,5.5-SUB-2-AUT-RAG,1
19393,SUBJ,NT,NT_2,5.5,5.5-SUB-2-NT-STE,0
19393,SUBJ,NT,NT_3,5.5,5.5-SUB-2-NT-SAM,1
19393,CON,AUT,AUT_1,1.3,1.3-CON-2-AUT-ALE,0
19393,CON,AUT,AUT_2,1.3,1.3-CON-2-AUT-CAL,0
19393,CON,NT,NT_1,1.3,1.3-CON-2-NT-BOB,0
19393,CON,NT,NT_2,1.3,1.3-CON-2-NT-STE,0
19393,CON,NT,NT_3,1.3,1.3-CON-2-NT-SAM,0
19393,CON,AUT,AUT_1,1.7,1.7-CON-1-AUT-ALE,0
19393,CON,AUT,AUT_2,1.7,1.7-CON-1-AUT-CAL,0
19393,CON,AUT,AUT_3,1.7,1.7-CON-1-AUT-RAG,0
19393,CON,NT,NT_2,1.7,1.7-CON-1-NT-STE,1
19393,CON,NT,NT_3,1.7,1.7-CON-1-NT-SAM,0
19393,CON,AUT,AUT_1,4.4,4.4-CON-2-AUT-ALE,1
19393,CON,AUT,AUT_2,4.4,4.4-CON-2-AUT-CAL,0
19393,CON,AUT,AUT_3,4.4,4.4-CON-2-AUT-RAG,0
19393,CON,NT,NT_1,4.4,4.4-CON-2-NT-BOB,1
19393,CON,NT,NT_2,4.4,4.4-CON-2-NT-STE,0
19393,CON,NT,NT_3,4.4,4.4-CON-2-NT-SAM,0
23359,OBJ,AUT,AUT_1,1.2,1.2-OBJ-1-AUT-ALE,1
23359,OBJ,AUT,AUT_2,1.2,1.2-OBJ-1-AUT-CAL,0
23359,OBJ,AUT,AUT_3,1.2,1.2-OBJ-1-AUT-RAG,0
23359,OBJ,NT,NT_1,1.2,1.2-OBJ-1-NT-BOB,1
23359,OBJ,NT,NT_2,1.2,1.2-OBJ-1-NT-STE,1
23359,SUBJ,AUT,AUT_1,1.4,1.4-SUB-2-AUT-ALE,1
23359,SUBJ,AUT,AUT_2,1.4,1.4-SUB-2-AUT-CAL,1
23359,SUBJ,AUT,AUT_3,1.4,1.4-SUB-2-AUT-RAG,1
23359,SUBJ,NT,NT_3,1.4,1.4-SUB-2-NT-SAM,0
23359,SUBJ,AUT,AUT_1,2.3,2.3-SUB-1-AUT-ALE,1
23359,SUBJ,AUT,AUT_2,2.3,2.3-SUB-1-AUT-CAL,1
23359,SUBJ,NT,NT_3,2.3,2.3-SUB-1-AUT-SAM,1
23359,SUBJ,NT,NT_2,2.3,2.3-SUB-1-NT-STE,0
23359,OBJ,AUT,AUT_1,3.3,3.3-OBJ-2-AUT-ALE,0
23359,OBJ,AUT,AUT_2,3.3,3.3-OBJ-2-AUT-CAL,0
23359,OBJ,AUT,AUT_3,3.3,3.3-OBJ-2-AUT-RAG,0
23359,OBJ,NT,NT_2,3.3,3.3-OBJ-2-NT-STE,1
23359,OBJ,NT,NT_3,3.3,3.3-OBJ-2-NT-SAM,1
23359,OBJ,AUT,AUT_1,5.3,5.3-OBJ-1-AUT-ALE,1
23359,OBJ,AUT,AUT_2,5.3,5.3-OBJ-1-AUT-CAL,1
23359,OBJ,AUT,AUT_3,5.3,5.3-OBJ-1-AUT-RAG,1
23359,OBJ,NT,NT_1,5.3,5.3-OBJ-1-NT-BOB,1
23359,OBJ,NT,NT_2,5.3,5.3-OBJ-1-NT-STE,1
23359,OBJ,NT,NT_3,5.3,5.3-OBJ-1-NT-SAM,0
23359,SUBJ,AUT,AUT_1,5.5,5.5-SUB-2-AUT-ALE,1
23359,SUBJ,AUT,AUT_2,5.5,5.5-SUB-2-AUT-CAL,1
23359,SUBJ,AUT,AUT_3,5.5,5.5-SUB-2-AUT-RAG,1
23359,SUBJ,NT,NT_2,5.5,5.5-SUB-2-NT-STE,0
23359,SUBJ,NT,NT_3,5.5,5.5-SUB-2-NT-SAM,1
